Total_flights_12,Total_flights_6,Total_distance_12,Total_distance_6,Total_points_earned,Total_points_redeem,Total_redeem_dollar,Flight_first_half,Flight_second_half,Month_active_12,redemption_rate,engagement_trend,Gender,Education,MaritalStatus,LoyaltyCard,EnrollmentType,EnrollmentYear,EnrollmentMonth,Churned
14.0,7,22178.0,7511,22178.0,0.0,0,7,7,12,0.0,0,Female,Bachelor,Married,Star,Standard,2015,9,False
19.0,8,30355.0,12542,30355.0,560.0,101,11,8,12,0.018447753327184083,-3,Female,College,Married,Star,Standard,2012,6,False
11.0,6,20898.0,12343,20898.0,687.0,124,5,6,12,0.03287238623857601,1,Female,Bachelor,Married,Nova,Standard,2014,10,False
26.0,14,33415.0,17313,33415.0,936.0,168,12,14,12,0.02801053387598755,2,Female,Bachelor,Married,Nova,Standard,2012,8,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Female,College,Married,Star,Standard,2014,7,True
13.0,11,20441.0,17934,20441.0,0.0,0,2,11,12,0.0,9,Male,College,Divorced,Aurora,Standard,2016,6,False
19.0,11,26377.0,16621,26377.0,955.0,172,8,11,12,0.03620441276821594,3,Female,Bachelor,Married,Star,Standard,2017,3,False
25.0,14,31886.0,17177,31886.0,921.0,166,11,14,12,0.02888324395521686,3,Female,Bachelor,Married,Star,Standard,2013,12,False
20.0,14,39792.0,27020,39792.0,782.0,141,6,14,12,0.01965169753474229,8,Male,Bachelor,Married,Star,Standard,2014,11,False
56.0,52,89625.35999999994,84244,134437.0799999999,819.0,147,4,52,11,0.00595753347930139,48,Female,Bachelor,Single,Aurora,2018 Promotion,2018,4,False
17.0,8,29463.0,9179,29463.0,0.0,0,9,8,12,0.0,-1,Male,Bachelor,Married,Nova,Standard,2017,2,False
17.0,10,26866.0,17924,26866.0,375.0,68,7,10,12,0.013957643205419288,3,Male,Bachelor,Married,Aurora,Standard,2014,8,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Female,Bachelor,Married,Aurora,Standard,2018,12,False
21.0,14,34035.0,23793,34035.0,0.0,0,7,14,12,0.0,7,Male,College,Single,Star,Standard,2014,4,False
10.0,4,16856.0,6638,16856.0,637.0,115,6,4,12,0.03778845583437148,-2,Female,Bachelor,Divorced,Star,Standard,2014,1,False
6.0,2,14299.0,4818,14299.0,0.0,0,4,2,12,0.0,-2,Female,Bachelor,Single,Aurora,Standard,2012,8,False
15.0,7,22716.0,9476,22716.0,1703.0,306,8,7,12,0.07496588457983008,-1,Female,Bachelor,Single,Star,Standard,2013,9,False
15.0,10,18184.0,10863,18184.0,1065.0,192,5,10,12,0.0585647511685455,5,Female,Bachelor,Married,Star,Standard,2013,7,False
16.0,9,20675.0,11729,20675.0,1761.0,319,7,9,12,0.08565486554459277,2,Male,Bachelor,Single,Star,Standard,2017,4,False
24.0,10,43370.0,22454,43370.0,1133.0,204,14,10,12,0.026123446542620644,-4,Female,Master,Divorced,Nova,Standard,2012,12,False
24.0,9,30078.0,7271,30078.0,0.0,0,15,9,12,0.0,-6,Female,College,Single,Nova,Standard,2014,5,False
25.0,17,35299.0,22884,35299.0,831.0,150,8,17,12,0.023541076487252125,9,Male,College,Single,Nova,Standard,2013,5,False
11.0,9,19361.0,14739,19361.0,1065.0,192,2,9,12,0.05500464828013635,7,Female,Bachelor,Married,Nova,Standard,2018,5,False
2.0,2,2578.0,2578,2578.0,0.0,0,0,2,12,0.0,2,Female,Bachelor,Single,Nova,Standard,2018,10,False
3.0,3,5737.0,5737,5737.0,0.0,0,0,3,12,0.0,3,Female,College,Single,Star,Standard,2018,6,False
1.0,1,721.0,721,721.0,0.0,0,0,1,12,0.0,1,Male,Bachelor,Married,Star,Standard,2018,9,False
27.0,24,41446.0,38470,41446.0,1000.0,180,3,24,12,0.024127198590971604,21,Female,College,Divorced,Nova,Standard,2015,8,False
26.0,17,36972.0,27159,36972.0,0.0,0,9,17,12,0.0,8,Female,Bachelor,Married,Nova,Standard,2017,6,False
60.0,46,67133.0,53208,100699.0,0.0,0,15,46,11,0.0,31,Male,College,Married,Nova,2018 Promotion,2018,2,False
26.0,15,31675.0,17357,31675.0,0.0,0,11,15,12,0.0,4,Female,Bachelor,Married,Nova,Standard,2012,12,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Male,Bachelor,Divorced,Nova,Standard,2014,7,True
15.0,13,21513.0,17735,21513.0,0.0,0,2,13,12,0.0,11,Female,College,Single,Nova,Standard,2014,5,False
18.0,2,22736.0,1950,22736.0,1008.0,182,16,2,12,0.044333025465100935,-14,Female,Bachelor,Married,Star,Standard,2017,11,False
20.0,15,26521.0,20993,26521.0,0.0,0,5,15,12,0.0,10,Female,College,Divorced,Aurora,Standard,2016,3,False
19.0,6,19747.0,8634,19747.0,0.0,0,13,6,12,0.0,-7,Female,College,Divorced,Star,Standard,2013,4,False
18.0,7,20342.0,9290,20342.0,1158.0,208,11,7,12,0.056923757557882315,-4,Male,College,Single,Nova,Standard,2013,2,False
35.0,14,53196.0,23254,53196.0,302.0,54,21,14,12,0.005677011861571141,-7,Male,Doctor,Married,Star,Standard,2014,5,False
27.0,20,34946.0,26897,34946.0,1200.0,216,7,20,12,0.034337711391535755,13,Male,College,Married,Aurora,Standard,2015,1,False
20.0,11,28362.0,17112,28362.0,396.0,71,9,11,12,0.013961851708211402,2,Female,Bachelor,Married,Star,Standard,2015,3,False
15.0,6,17808.0,5197,17808.0,0.0,0,9,6,12,0.0,-3,Female,College,Single,Aurora,Standard,2016,12,False
30.0,15,42111.0,22700,42111.0,1559.0,281,15,15,12,0.037020326747720364,0,Female,Bachelor,Single,Star,Standard,2015,9,False
27.0,20,37065.0,27782,37065.0,977.0,176,7,20,12,0.026358387740786703,13,Male,Bachelor,Married,Aurora,Standard,2012,12,False
52.0,32,77352.0,55216,116028.0,1247.0,225,20,32,11,0.010747313171707074,12,Male,High School or Below,Married,Star,2018 Promotion,2018,2,True
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Female,High School or Below,Married,Star,Standard,2014,2,True
6.0,6,8762.0,8762,8762.0,0.0,0,0,6,12,0.0,6,Female,Bachelor,Single,Star,Standard,2018,8,False
21.0,11,27901.0,16697,27901.0,552.0,99,10,11,12,0.01978352806250448,1,Female,College,Single,Star,Standard,2012,8,False
30.0,18,31930.0,19428,31930.0,947.0,171,12,18,12,0.029657699414362217,6,Male,Bachelor,Divorced,Star,Standard,2016,5,False
27.0,14,31741.0,12591,31741.0,767.0,138,13,14,12,0.024163568773234202,1,Male,Bachelor,Divorced,Star,Standard,2012,9,False
17.0,7,30941.0,13819,30941.0,0.0,0,10,7,12,0.0,-3,Female,High School or Below,Single,Star,Standard,2014,1,False
2.0,2,3786.0,3786,3786.0,0.0,0,0,2,12,0.0,2,Female,Bachelor,Divorced,Nova,Standard,2018,9,False
52.0,12,80212.0,24912,120318.0,482.0,87,40,12,11,0.004006017337245157,-28,Male,College,Single,Star,2018 Promotion,2018,3,False
26.0,16,47451.0,29181,47451.0,1179.0,212,10,16,12,0.024846160330439182,6,Female,Bachelor,Married,Star,Standard,2013,11,False
29.0,15,54348.0,29920,54348.0,0.0,0,14,15,12,0.0,1,Male,Bachelor,Married,Aurora,Standard,2016,4,False
17.0,6,33637.0,12779,33637.0,0.0,0,11,6,12,0.0,-5,Female,Bachelor,Divorced,Nova,Standard,2016,2,False
23.0,11,30613.0,13221,30613.0,0.0,0,12,11,12,0.0,-1,Female,Bachelor,Married,Nova,Standard,2014,8,False
23.0,9,41141.0,13410,41141.0,775.0,140,14,9,12,0.018837197997180498,-5,Female,Bachelor,Single,Star,Standard,2017,7,False
23.0,15,31719.0,18085,31719.0,314.0,57,8,15,12,0.009899117276166457,7,Male,Bachelor,Divorced,Nova,Standard,2017,6,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Male,High School or Below,Married,Nova,Standard,2016,2,True
10.0,3,12104.0,5910,12104.0,0.0,0,7,3,12,0.0,-4,Female,Bachelor,Divorced,Nova,Standard,2014,9,False
48.0,40,89625.35999999994,81692,134437.0799999999,494.0,89,8,40,11,0.003593354476417702,32,Male,Bachelor,Single,Nova,2018 Promotion,2018,4,False
24.0,12,33904.0,21707,33904.0,552.0,99,12,12,12,0.016280784545052353,0,Male,College,Married,Nova,Standard,2013,2,False
11.0,7,16232.0,13500,16232.0,347.0,62,4,7,12,0.021376208957062773,3,Female,Bachelor,Married,Nova,Standard,2014,2,False
20.0,10,24725.0,7139,24725.0,0.0,0,10,10,12,0.0,0,Female,College,Single,Star,Standard,2017,6,False
22.0,10,40316.0,18391,40316.0,735.0,132,12,10,12,0.01823052310439765,-2,Male,College,Divorced,Star,Standard,2013,4,False
3.0,3,4362.0,4362,4362.0,0.0,0,0,3,12,0.0,3,Female,Bachelor,Married,Star,Standard,2018,11,False
9.0,8,15803.0,13406,15803.0,549.0,99,1,8,12,0.034738041002277904,7,Female,Bachelor,Married,Nova,Standard,2016,6,False
15.0,3,17347.0,6361,17347.0,1022.0,184,12,3,12,0.058911690108369844,-9,Female,Bachelor,Divorced,Nova,Standard,2016,5,False
35.0,20,35968.0,17551,35968.0,0.0,0,15,20,12,0.0,5,Male,Bachelor,Divorced,Nova,Standard,2017,5,False
12.0,8,14206.0,11484,14206.0,0.0,0,4,8,12,0.0,4,Female,Bachelor,Married,Nova,Standard,2017,5,False
24.0,12,34569.0,18553,34569.0,373.0,67,12,12,12,0.010789702053803876,0,Female,Bachelor,Divorced,Nova,Standard,2015,10,False
29.0,16,42700.0,23068,42700.0,986.0,178,13,16,12,0.02309079412660125,3,Male,College,Married,Nova,Standard,2017,7,False
15.0,8,25602.0,16338,25602.0,392.0,71,7,8,12,0.015310705776666798,1,Female,Bachelor,Single,Nova,Standard,2017,11,False
32.0,14,49163.0,16478,49163.0,1077.0,194,18,14,12,0.02190627288259702,-4,Male,Bachelor,Divorced,Aurora,Standard,2018,1,False
22.0,14,22008.0,14437,22008.0,0.0,0,8,14,12,0.0,6,Female,College,Single,Star,Standard,2016,10,False
3.0,3,5217.0,5217,5217.0,0.0,0,0,3,12,0.0,3,Male,Bachelor,Divorced,Nova,Standard,2018,11,False
21.0,8,33799.0,10190,33799.0,508.0,91,13,8,12,0.015029585798816568,-5,Male,College,Single,Nova,Standard,2016,8,False
28.0,16,45965.0,26057,45965.0,0.0,0,12,16,12,0.0,4,Male,College,Divorced,Aurora,Standard,2014,4,True
19.0,12,32553.0,24112,32553.0,0.0,0,7,12,12,0.0,5,Female,Bachelor,Married,Nova,Standard,2014,10,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Female,College,Divorced,Star,Standard,2013,6,True
52.0,12,62374.0,20382,93561.0,1194.0,215,40,12,11,0.012761591244308586,-28,Male,Bachelor,Single,Nova,2018 Promotion,2018,2,False
29.0,13,45367.0,20802,45367.0,0.0,0,16,13,12,0.0,-3,Male,Bachelor,Single,Star,Standard,2015,3,False
15.0,13,25377.0,22016,25377.0,469.0,84,2,13,12,0.01848057372527386,11,Female,College,Single,Aurora,Standard,2014,10,False
21.0,13,30502.0,25420,30502.0,517.0,93,8,13,12,0.01694915254237288,5,Female,Bachelor,Married,Aurora,Standard,2016,2,False
3.0,0,3693.0,0,3693.0,531.0,96,3,0,12,0.14374661613427178,-3,Male,Bachelor,Married,Aurora,Standard,2016,11,False
24.0,6,46092.0,14079,46092.0,0.0,0,18,6,12,0.0,-12,Female,Bachelor,Divorced,Star,Standard,2014,12,False
17.0,13,23499.0,15723,23499.0,0.0,0,4,13,12,0.0,9,Female,Bachelor,Divorced,Nova,Standard,2015,5,False
23.0,9,32663.0,11641,32663.0,679.0,122,14,9,12,0.020787411217242223,-5,Male,Bachelor,Married,Nova,Standard,2014,6,False
14.0,8,19372.0,9931,19372.0,0.0,0,6,8,12,0.0,2,Male,Bachelor,Married,Nova,Standard,2015,3,False
17.0,6,20911.0,4746,20911.0,0.0,0,11,6,12,0.0,-5,Female,Bachelor,Married,Nova,Standard,2014,2,True
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Male,Bachelor,Married,Star,Standard,2018,12,False
14.0,6,22690.0,6930,22690.0,443.0,80,8,6,12,0.01952315896170288,-2,Female,Bachelor,Married,Star,Standard,2017,12,False
26.0,13,35966.0,14426,35966.0,471.0,85,13,13,12,0.013095337392609893,0,Female,Bachelor,Married,Aurora,Standard,2013,11,False
21.0,11,25143.0,14142,25143.0,953.0,172,10,11,12,0.03790168628698695,1,Female,Bachelor,Married,Star,Standard,2014,9,False
11.0,9,17087.0,13703,17087.0,429.0,77,2,9,12,0.025105337078651684,7,Female,High School or Below,Single,Star,Standard,2017,6,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Male,Doctor,Divorced,Star,Standard,2017,6,True
17.0,3,17523.0,4500,17523.0,559.0,101,14,3,12,0.031899109792284865,-11,Female,Bachelor,Divorced,Star,Standard,2012,5,False
19.0,10,23193.0,12164,23193.0,801.0,144,9,10,12,0.03453479348107269,1,Male,Bachelor,Married,Aurora,Standard,2012,9,False
24.0,10,37942.0,16572,37942.0,590.0,106,14,10,12,0.015549640249848456,-4,Male,Bachelor,Married,Star,Standard,2014,10,False
14.0,10,19289.0,12374,19289.0,821.0,148,4,10,12,0.04256091238983929,6,Female,Doctor,Married,Aurora,Standard,2017,5,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Male,Bachelor,Married,Nova,Standard,2016,2,True
23.0,13,26326.0,14527,26326.0,566.0,102,10,13,12,0.021498841493523758,3,Female,Bachelor,Divorced,Nova,Standard,2014,8,False
15.0,9,21767.0,13307,21767.0,828.0,149,6,9,12,0.038037486218302094,3,Female,Bachelor,Married,Star,Standard,2017,8,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Female,College,Single,Aurora,Standard,2013,1,True
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Female,College,Single,Star,Standard,2015,5,True
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Female,College,Married,Aurora,Standard,2014,9,True
49.0,33,84772.0,61972,127158.0,440.0,79,16,33,11,0.003460234824117837,17,Male,Bachelor,Married,Nova,2018 Promotion,2018,4,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Male,Bachelor,Divorced,Nova,Standard,2018,10,False
10.0,10,13769.0,13769,13769.0,469.0,84,0,10,12,0.03405954974582426,10,Female,Bachelor,Married,Aurora,Standard,2018,5,False
19.0,11,27832.0,14896,27832.0,833.0,150,8,11,12,0.029928502137750154,3,Female,College,Married,Star,Standard,2013,5,False
20.0,12,29091.0,20035,29091.0,850.0,153,8,12,12,0.029217654337962327,4,Male,Bachelor,Divorced,Aurora,Standard,2017,7,False
17.0,15,20416.0,17584,20416.0,0.0,0,2,15,12,0.0,13,Female,Bachelor,Married,Star,Standard,2013,1,False
34.0,21,46019.0,30987,46019.0,1639.0,295,13,21,12,0.03561495002172968,8,Male,Doctor,Married,Star,Standard,2017,1,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Female,College,Single,Star,Standard,2017,1,True
18.0,10,29915.0,15693,29915.0,488.0,88,8,10,12,0.016312341222088515,2,Male,College,Single,Star,Standard,2015,5,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Male,College,Single,Star,Standard,2016,11,True
25.0,12,39642.0,17120,39642.0,478.0,86,13,12,12,0.012057614206795651,-1,Female,Bachelor,Married,Nova,Standard,2015,3,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Male,Bachelor,Married,Star,Standard,2014,7,True
15.0,7,18306.0,8357,18306.0,731.0,132,8,7,12,0.03993008138963238,-1,Male,College,Single,Star,Standard,2015,8,False
36.0,21,62683.0,36429,62683.0,353.0,64,15,21,12,0.005631421096292515,6,Male,College,Married,Nova,Standard,2012,11,False
28.0,15,37718.0,23152,37718.0,701.0,126,13,15,12,0.01858479811235717,2,Female,Bachelor,Single,Star,Standard,2013,5,False
30.0,19,46470.0,27230,46470.0,499.0,90,11,19,12,0.010737879537776248,8,Male,Bachelor,Divorced,Star,Standard,2017,1,False
11.0,6,14442.0,5941,14442.0,508.0,91,5,6,12,0.035172748044035175,1,Female,High School or Below,Married,Star,Standard,2016,3,False
9.0,3,12870.0,4280,12870.0,0.0,0,6,3,12,0.0,-3,Male,Doctor,Married,Nova,Standard,2015,9,False
24.0,14,39252.0,26185,39252.0,744.0,134,10,14,12,0.01895396530201513,4,Female,Bachelor,Married,Nova,Standard,2015,8,False
18.0,7,18231.0,10914,18231.0,448.0,81,11,7,12,0.02457218078104432,-4,Male,Bachelor,Divorced,Nova,Standard,2012,9,False
28.0,10,46983.0,17313,46983.0,613.0,110,18,10,12,0.013046994721607356,-8,Male,Bachelor,Married,Star,Standard,2017,7,False
21.0,10,28552.0,16078,28552.0,744.0,134,11,10,12,0.02605680664028298,-1,Male,Bachelor,Married,Nova,Standard,2016,4,False
16.0,6,27326.0,12269,27326.0,904.0,162,10,6,12,0.03308083580341786,-4,Female,Doctor,Divorced,Aurora,Standard,2015,11,False
23.0,12,32018.0,22137,32018.0,712.0,128,11,12,12,0.022236796901839533,1,Female,Bachelor,Married,Star,Standard,2013,12,False
28.0,17,48480.0,29658,48480.0,1004.0,181,11,17,12,0.020709143788288194,6,Female,College,Single,Star,Standard,2017,9,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Female,Bachelor,Divorced,Star,Standard,2018,12,False
4.0,4,7969.0,7969,7969.0,0.0,0,0,4,12,0.0,4,Male,Bachelor,Married,Nova,Standard,2018,9,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Male,Master,Married,Star,Standard,2013,7,True
8.0,0,12242.0,0,12242.0,850.0,153,8,0,12,0.06942742791799396,-8,Male,Bachelor,Married,Nova,Standard,2017,9,True
11.0,7,20891.0,12531,20891.0,0.0,0,4,7,12,0.0,3,Male,College,Married,Star,Standard,2018,5,False
19.0,15,23249.0,18295,23249.0,434.0,78,4,15,12,0.018666666666666668,11,Female,Master,Single,Star,Standard,2018,7,False
60.0,50,89625.35999999994,104364,134437.0799999999,772.0,139,32,50,11,0.0033250494235001742,18,Male,Bachelor,Married,Star,2018 Promotion,2018,3,False
17.0,2,18718.0,2716,18718.0,571.0,103,15,2,12,0.030503766226828356,-13,Female,Bachelor,Divorced,Nova,Standard,2018,12,False
28.0,9,30911.0,9177,30911.0,457.0,82,19,9,12,0.014783902691511388,-10,Female,Bachelor,Divorced,Nova,Standard,2012,6,False
4.0,4,6549.0,6549,6549.0,0.0,0,0,4,12,0.0,4,Female,Bachelor,Married,Star,Standard,2018,9,False
15.0,6,19380.0,5569,19380.0,408.0,73,9,6,12,0.021051545327898456,-3,Male,College,Single,Aurora,Standard,2016,11,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Female,Bachelor,Married,Aurora,Standard,2018,12,False
17.0,4,23209.0,7075,23209.0,504.0,91,13,4,12,0.021714778112882378,-9,Female,Bachelor,Married,Star,Standard,2016,12,False
27.0,8,40695.0,11376,61042.0,0.0,0,19,8,11,0.0,-11,Male,Doctor,Divorced,Star,2018 Promotion,2018,3,False
26.0,17,45662.0,28258,45662.0,0.0,0,9,17,12,0.0,8,Male,Bachelor,Divorced,Nova,Standard,2014,3,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Male,Bachelor,Divorced,Star,Standard,2016,1,True
4.0,4,6728.0,6728,6728.0,364.0,66,0,4,12,0.05409421905186506,4,Female,College,Single,Aurora,Standard,2018,8,False
10.0,10,19379.0,19379,19379.0,0.0,0,0,10,12,0.0,10,Male,Bachelor,Divorced,Aurora,Standard,2018,6,False
23.0,6,36084.0,8045,36084.0,983.0,177,17,6,12,0.027241235970624913,-11,Female,Bachelor,Married,Star,Standard,2014,1,False
3.0,0,5049.0,0,5049.0,0.0,0,3,0,12,0.0,-3,Female,Bachelor,Married,Nova,Standard,2014,10,True
13.0,7,24273.0,14857,24273.0,1761.0,329,6,7,12,0.0754305017714427,1,Female,Bachelor,Married,Aurora,Standard,2013,7,False
13.0,7,13611.0,6812,13611.0,871.0,157,6,7,12,0.06398765794886864,1,Male,College,Single,Aurora,Standard,2014,6,True
21.0,18,38169.0,33024,38169.0,587.0,106,3,18,12,0.015378569557243909,15,Male,Bachelor,Married,Star,Standard,2018,5,False
24.0,15,33023.0,25653,33023.0,334.0,60,9,15,12,0.010113856589147287,6,Female,College,Married,Nova,Standard,2016,4,False
23.0,14,33689.0,21064,33689.0,457.0,82,9,14,12,0.013564856040368061,5,Male,Bachelor,Married,Nova,Standard,2013,10,False
29.0,21,37255.0,29774,37255.0,0.0,0,8,21,12,0.0,13,Female,College,Single,Star,Standard,2012,7,False
7.0,7,9402.0,9402,9402.0,0.0,0,0,7,12,0.0,7,Male,High School or Below,Married,Star,Standard,2018,5,False
19.0,14,27492.0,19601,27492.0,799.0,144,5,14,12,0.029061943040046556,9,Male,Doctor,Married,Star,Standard,2015,4,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Male,Bachelor,Divorced,Nova,Standard,2014,10,True
22.0,8,20593.0,9501,20593.0,0.0,0,14,8,12,0.0,-6,Female,College,Divorced,Aurora,Standard,2015,8,False
20.0,9,22487.0,9485,22487.0,1168.0,210,11,9,12,0.05193881181074351,-2,Female,Bachelor,Married,Star,Standard,2013,5,False
21.0,14,36154.0,26403,36154.0,628.0,113,7,14,12,0.017369658415156964,7,Female,Bachelor,Married,Nova,Standard,2017,7,False
15.0,6,22910.0,7634,22910.0,798.0,144,9,6,12,0.034830430797433545,-3,Female,High School or Below,Married,Star,Standard,2014,4,False
27.0,14,44684.0,30799,44684.0,449.0,81,13,14,12,0.010048114579836634,1,Male,Bachelor,Married,Aurora,Standard,2017,11,False
30.0,18,39085.0,22090,39085.0,473.0,85,12,18,12,0.012101519725733,6,Female,High School or Below,Married,Nova,Standard,2014,4,False
21.0,9,28089.0,10555,28089.0,0.0,0,12,9,12,0.0,-3,Male,High School or Below,Single,Star,Standard,2012,12,False
18.0,5,31723.0,9715,31723.0,0.0,0,13,5,12,0.0,-8,Male,Bachelor,Single,Aurora,Standard,2014,10,False
12.0,7,17796.0,9467,17796.0,419.0,75,5,7,12,0.023543293813564084,2,Male,Master,Married,Star,Standard,2017,9,False
11.0,7,16116.0,13844,16116.0,492.0,89,4,7,12,0.03052677297263759,3,Female,Doctor,Married,Aurora,Standard,2018,1,False
16.0,9,32558.0,18466,32558.0,805.0,145,7,9,12,0.02472434657084063,2,Male,Bachelor,Married,Aurora,Standard,2017,7,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Male,Bachelor,Divorced,Aurora,Standard,2018,12,False
18.0,7,22245.0,8439,22245.0,0.0,0,11,7,12,0.0,-4,Female,High School or Below,Married,Nova,Standard,2014,7,False
60.0,24,89625.35999999994,46140,134437.0799999999,1722.0,310,41,24,11,0.009895528048822535,-17,Female,Bachelor,Married,Star,2018 Promotion,2018,4,False
16.0,12,31166.0,23532,31166.0,1053.0,189,4,12,12,0.033785734911926074,8,Female,Bachelor,Divorced,Star,Standard,2014,1,False
4.0,4,3544.0,3544,3544.0,0.0,0,0,4,12,0.0,4,Male,Bachelor,Single,Star,Standard,2018,10,False
16.0,5,23718.0,7121,23718.0,0.0,0,11,5,12,0.0,-6,Female,Bachelor,Married,Nova,Standard,2014,4,False
20.0,14,32213.0,21586,32213.0,0.0,0,6,14,12,0.0,8,Female,College,Divorced,Aurora,Standard,2014,4,False
5.0,3,10974.0,7479,10974.0,0.0,0,2,3,12,0.0,1,Female,Bachelor,Married,Nova,Standard,2017,12,False
22.0,15,29000.0,19579,29000.0,0.0,0,7,15,12,0.0,8,Male,College,Married,Star,Standard,2017,7,False
60.0,41,89625.35999999994,55060,134437.0799999999,0.0,0,23,41,11,0.0,18,Female,Bachelor,Married,Nova,2018 Promotion,2018,4,False
9.0,1,10276.0,2091,10276.0,841.0,151,8,1,12,0.08183321981122896,-7,Male,College,Divorced,Star,Standard,2012,7,False
10.0,10,16892.0,16892,16892.0,0.0,0,0,10,12,0.0,10,Female,College,Married,Aurora,Standard,2018,7,False
24.0,12,38863.0,19916,38863.0,722.0,130,12,12,12,0.018577603952243723,0,Male,Bachelor,Married,Nova,Standard,2017,5,False
8.0,0,15744.0,0,15744.0,1117.0,201,8,0,12,0.07094315655763735,-8,Female,Bachelor,Divorced,Star,Standard,2017,8,True
2.0,2,4866.0,4866,4866.0,0.0,0,0,2,12,0.0,2,Female,College,Single,Aurora,Standard,2018,11,False
19.0,6,24868.0,10128,24868.0,530.0,95,13,6,12,0.021311673167397162,-7,Male,Master,Single,Star,Standard,2016,1,False
21.0,13,36414.0,25230,36414.0,506.0,91,8,13,12,0.01389537278593986,5,Male,Bachelor,Married,Star,Standard,2015,10,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Male,Bachelor,Divorced,Star,Standard,2014,2,True
19.0,7,30156.0,10103,30156.0,0.0,0,12,7,12,0.0,-5,Female,Bachelor,Married,Star,Standard,2016,10,False
21.0,9,27714.0,12371,27714.0,626.0,113,12,9,12,0.022587046725599854,-3,Male,Bachelor,Married,Star,Standard,2016,10,False
25.0,12,37951.0,17514,37951.0,0.0,0,13,12,12,0.0,-1,Male,College,Married,Nova,Standard,2015,12,False
8.0,5,11798.0,8150,11798.0,0.0,0,3,5,12,0.0,2,Female,Bachelor,Married,Star,Standard,2016,1,False
22.0,11,37440.0,12932,37440.0,1761.0,326,11,11,12,0.048316017200395286,0,Male,Bachelor,Married,Star,Standard,2013,12,False
0.0,0,0.0,0,0.0,0.0,0,0,0,12,0.0,0,Male,High School or Below,Divorced,Aurora,Standard,2013,1,True
26.0,13,48274.0,22586,48274.0,1585.0,286,13,13,12,0.03283272915587778,0,Male,College,Single,Star,Standard,2016,10,False
14.0,8,13954.0,6080,13954.0,623.0,112,6,8,12,0.0446434969544966,2,Female,Bachelor,Married,Star,Standard,2015,2,False
22.0,12,27652.0,13079,27652.0,408.0,73,10,12,12,0.014754276208729614,2,Male,Bachelor,Married,Star,Standard,2014,10,False
17.0,11,22380.0,15553,22380.0,457.0,82,6,11,12,0.02041910549126491,5,Female,Bachelor,Divorced,Aurora,Standard,2017,7,False
16.0,7,19078.0,8969,19078.0,571.0,103,9,7,12,0.02992819330153572,-2,Male,Bachelor,Married,Star,Standard,2017,7,False
19.0,12,21600.0,8174,21600.0,991.0,178,7,12,12,0.04587750567103375,5,Female,Bachelor,Married,Nova,Standard,2017,11,False
17.0,10,34711.0,17729,34711.0,564.0,102,7,10,12,0.01624798340631482,3,Male,Bachelor,Single,Star,Standard,2017,9,False
23.0,15,27520.0,19862,27520.0,0.0,0,8,15,12,0.0,7,Male,College,Divorced,Star,Standard,2014,10,False
14.0,7,18809.0,6916,18809.0,333.0,60,7,7,12,0.01770334928229665,0,Female,College,Single,Nova,Standard,2013,11,False
17.0,14,27119.0,23036,27119.0,436.0,78,3,14,12,0.01607669616519174,11,Male,Bachelor,Divorced,Aurora,Standard,2017,6,False
16.0,10,24943.0,15947,24943.0,865.0,155,6,10,12,0.03467767799871713,4,Male,Bachelor,Married,Star,Standard,2012,7,False
28.0,16,40792.0,22446,40792.0,0.0,0,12,16,12,0.0,4,Male,Bachelor,Single,Star,Standard,2017,1,False
16.0,15,20286.0,19141,20286.0,629.0,113,1,15,12,0.03100507714299798,14,Male,Bachelor,Single,Star,Standard,2015,4,False
10.0,6,16796.0,8078,16796.0,518.0,93,4,6,12,0.030838840269095672,2,Female,Bachelor,Married,Star,Standard,2015,10,False
